1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	103	103	103	103	103	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	103	103	103	103	103	103	103	103	103	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	1	1	1	106	106	106	106	106	106	106	106	106	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	1	1	1	106	106	106	106	106	106	106	106	106	103	103	103	103	103	103	103	1	103	103	103	103	103	103	103	103	103	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	1	1	1	106	106	106	106	106	106	106	106	106	103	103	103	103	103	103	1	1	1	103	103	103	103	103	103	103	103	103	103	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	106	106	1	1	1	106	106	106	106	106	106	106	106	106	103	103	103	103	103	1	1	1	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	106	106	106	106	1	1	1	106	106	106	106	106	106	106	106	106	103	103	103	103	1	1	1	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	106	106	106	106	106	1	1	1	106	106	106	106	106	106	106	106	106	103	103	103	1	1	1	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	1	1	1	106	106	106	106	106	106	106	106	106	103	103	1	1	1	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	103	1	1	1	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	1	1	1	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	1	1	1	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	1	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	1	1	1	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	108	1	1	103	103	1	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	1	1	1	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	108	108	108	1	1	103	103	1	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	1	1	1	106	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	108	108	108	108	108	1	1	103	103	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	1	1	1	1	106	106	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	108	108	108	108	108	108	108	1	103	103	1	1	1	1	1	1	1	1	1	1	1												
1	1	1	1	1	1	1	1	1	1	1	106	106	106	106	106	106	106	1	1	1	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	1	1	1	106	106	106	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	1	1	108	108	108	108	108	108	108	1	1	103	103	103	1	1	1	1	1	1	1	1	1	1												
